PANGO	REPO	MILESTONE	ISSUE	LABELS	STATE	REASON	UNALIASED
CH.3.1	cov-lineages/pango-designation	577	1421	BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.3.4.1.1.3.1
BM.5	cov-lineages/pango-designation	460	1047	BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.3.5
BR.2	cov-lineages/pango-designation	469	1063	monitor, BA.2.75, partially designated	CLOSED	COMPLETED	B.1.1.529.2.75.4.2
BR.2.1	cov-lineages/pango-designation	546	1292	designated, BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.4.2.1
BR.3	cov-lineages/pango-designation	469	1063	monitor, BA.2.75, partially designated	CLOSED	COMPLETED	B.1.1.529.2.75.4.3
BR.4	cov-lineages/pango-designation	501	1179	monitor, BA.2.75, potential artefact	CLOSED	COMPLETED	B.1.1.529.2.75.4.4
BR.5	cov-lineages/pango-designation	624	1345	recommended, BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.4.5
BN.1	cov-lineages/pango-designation	431	994	monitor, designated, BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.5.1
BN.1.1	cov-lineages/pango-designation	509	1176	BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.1
BN.1.2.1	cov-lineages/pango-designation	517	1238	designated	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.2.1
FR.1	cov-lineages/pango-designation	729	1814	designated, BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.2.3.1
FR.1.1	cov-lineages/pango-designation	765	2006	designated	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.2.3.1.1
FR.1.2	cov-lineages/pango-designation	764	2028	designated	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.2.3.1.2
FR.1.3	cov-lineages/pango-designation	795	2039	designated	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.2.3.1.3
FR.1.3	sars-cov-2-variants/lineage-proposals	323	126	To be proposed, Convergent evolution, Mutations outside spike, designated	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.2.3.1.3
FR.1.4	sars-cov-2-variants/lineage-proposals	337	256	Unclear tree, Reversions, designated	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.2.3.1.4
BN.1.2.7	cov-lineages/pango-designation	787	1923	monitor, designated, BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.2.7
BN.1.3.1	cov-lineages/pango-designation	525	1257	designated, BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.3.1
BN.1.3.13	sars-cov-2-variants/lineage-proposals	59	218	Convergent evolution, partially designated	CLOSED	NOT_PLANNED	B.1.1.529.2.75.5.1.3.13
BN.1.3.2	cov-lineages/pango-designation	583	1397	designated, BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.3.2
BN.1.3.5	cov-lineages/pango-designation	640	1516	designated, BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.3.5
BN.1.3.9	cov-lineages/pango-designation	707	1748	designated, BA.2.75, partially designated	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.3.9
BN.1.4.1	cov-lineages/pango-designation	612	1417	designated, recommended, BA.2.75, Saltation	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.4.1
BN.1.7	cov-lineages/pango-designation	549	1310	designated, BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.7
BN.1.9	cov-lineages/pango-designation	563	1327	designated, BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.5.1.9
BN.2	cov-lineages/pango-designation	435	1021		CLOSED	COMPLETED	B.1.1.529.2.75.5.2
BY.1.2.1	cov-lineages/pango-designation	523	1184	monitor, designated, BA.2.75, low priority	CLOSED	COMPLETED	B.1.1.529.2.75.6.1.2.1
BA.2.75.8	cov-lineages/pango-designation	466	1085	BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.8
BA.2.75.9	cov-lineages/pango-designation	478	1098	monitor, BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.9
CB.1	cov-lineages/pango-designation	478	1098	monitor, BA.2.75	CLOSED	COMPLETED	B.1.1.529.2.75.9.1
BA.2.76	cov-lineages/pango-designation	358	787	designated	CLOSED	COMPLETED	B.1.1.529.2.76
BA.2.76.1	cov-lineages/pango-designation	397	899	designated, recommended	CLOSED	COMPLETED	B.1.1.529.2.76.1
BA.2.76.2	cov-lineages/pango-designation	407	939	designated	CLOSED	COMPLETED	B.1.1.529.2.76.2
BA.2.77	cov-lineages/pango-designation	360	732	designated	CLOSED	COMPLETED	B.1.1.529.2.77
BA.2.79	cov-lineages/pango-designation	364	812	designated	CLOSED	COMPLETED	B.1.1.529.2.79
BA.2.8	cov-lineages/pango-designation	228	486	designated	CLOSED	COMPLETED	B.1.1.529.2.8
BA.2.80	cov-lineages/pango-designation	365	733	designated	CLOSED	COMPLETED	B.1.1.529.2.80
BA.2.83	cov-lineages/pango-designation	458	1053	accepted, BA.2	CLOSED	COMPLETED	B.1.1.529.2.83
BA.2.84	cov-lineages/pango-designation	464	819	BA.2	CLOSED	COMPLETED	B.1.1.529.2.84
BA.2.85	cov-lineages/pango-designation	479	983	designated, BA.2	CLOSED	COMPLETED	B.1.1.529.2.85
BA.2.86	cov-lineages/pango-designation	803	2183	designated, BA.2, Saltation	CLOSED	COMPLETED	B.1.1.529.2.86
JN.1.1	sars-cov-2-variants/lineage-proposals	378	987	Multiple lineages, designated, S:455, BA.2.86, Orf6, JN.1	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.1
JN.1.1.1	sars-cov-2-variants/lineage-proposals	389	1097	To be proposed, Multiple lineages, partially designated, BA.2.86, S:572, JN.1	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.1.1
JN.1.1.2	sars-cov-2-variants/lineage-proposals	382	1147	S:456, Apparently slow, partially designated, BA.2.86, JN.1, S:181, SLip	CLOSED	NOT_PLANNED	B.1.1.529.2.86.1.1.1.2
JN.1.1.3	sars-cov-2-variants/lineage-proposals	425	1089	Multiple lineages, designated, S:346, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.1.3
JN.1.1.4	cov-lineages/pango-designation	843	2476		CLOSED	COMPLETED	B.1.1.529.2.86.1.1.1.4
JN.1.1.4	sars-cov-2-variants/lineage-proposals	417	1259	designated, S:455, BA.2.86, S:1264, JN.1	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.1.4
JN.1.1.5	sars-cov-2-variants/lineage-proposals	425	1089	Multiple lineages, designated, S:346, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.1.5
KR.1	sars-cov-2-variants/lineage-proposals	424	1253	S:456, Multiple lineages, designated, S:455, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.1.5.1
KR.1.1	sars-cov-2-variants/lineage-proposals	488	1545	designated, ORF9b, S:59, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.1.5.1.1
KR.1.3	sars-cov-2-variants/lineage-proposals	542	1676	S:304, ORF9b, S:60, FLiRT	CLOSED	NOT_PLANNED	B.1.1.529.2.86.1.1.1.5.1.3
KR.2	sars-cov-2-variants/lineage-proposals	424	1253	S:456, Multiple lineages, designated, S:455, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.1.5.2
KR.3	sars-cov-2-variants/lineage-proposals	424	1253	S:456, Multiple lineages, designated, S:455, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.1.5.3
JN.1.1.6	sars-cov-2-variants/lineage-proposals	424	1253	S:456, Multiple lineages, designated, S:455, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.1.6
JN.1.1.7	sars-cov-2-variants/lineage-proposals	428	1157	designated, S:455, BA.2.86, S:31, JN.1	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.1.7
JN.1.1.8	sars-cov-2-variants/lineage-proposals	477	1521	S:456, S:445	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.1.8
JN.1.1.9	sars-cov-2-variants/lineage-proposals	500	1525	help wanted, Usher	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.1.9
JN.1.10	sars-cov-2-variants/lineage-proposals	399	1135	Multiple lineages, Apparently slow, designated, partially designated, BA.2.86, S:95	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.10
JN.1.11	cov-lineages/pango-designation	834	2446		CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11
JN.1.11	sars-cov-2-variants/lineage-proposals	400	1262	designated, S:455, JN.1, S:1104	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11
JN.1.11.1	sars-cov-2-variants/lineage-proposals	424	1253	S:456, Multiple lineages, designated, S:455, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1
KP.1	sars-cov-2-variants/lineage-proposals	419	1364	S:456, Emerged in an undersampled area, designated, JN.1, S:1104, S:1086	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.1
KP.1.1	sars-cov-2-variants/lineage-proposals	425	1089	Multiple lineages, designated, S:346, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.1.1
MG.1	sars-cov-2-variants/lineage-proposals	521	1623	designated, s:182, S:679, S:572, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.1.1.1.1
KP.1.1.2	sars-cov-2-variants/lineage-proposals	473	1541	To be proposed, S:1162, S:1104, S:1086, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.1.1.2
KP.1.1.3	sars-cov-2-variants/lineage-proposals	485	1502	To be proposed, Deletions/Truncations/Frameshifted, Multiple lineages, S:346, S:31, DeFLiRT, DelRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.1.1.3
LP.1	sars-cov-2-variants/lineage-proposals	495	1591	designated, S:1229, DeFLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.1.1.3.1
LP.1.1	sars-cov-2-variants/lineage-proposals	513	1633	S.1229, S:255, DeFLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.1.1.3.1.1
LP.1.2	sars-cov-2-variants/lineage-proposals	536	1664	designated, S:190, N Glycan, LP.1	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.1.1.3.1.2
LP.4	sars-cov-2-variants/lineage-proposals	537	1607	designated, S:31, FULL QUAD, KP.1.1	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.1.1.3.4
KP.1.1.4	sars-cov-2-variants/lineage-proposals	494	1593	High local prevalence, designated, S:214, S:1104, S:1086, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.1.1.4
MU.1	sars-cov-2-variants/lineage-proposals	566	1646	designated, Convergent Trio 346/456/572, S:59, S:18, KP.1.1	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.1.1.5.1
KP.1.2	sars-cov-2-variants/lineage-proposals	389	1097	To be proposed, Multiple lineages, partially designated, BA.2.86, S:572, JN.1	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.1.2
KP.2	sars-cov-2-variants/lineage-proposals	425	1089	Multiple lineages, designated, S:346, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2
KP.2.1	sars-cov-2-variants/lineage-proposals	439	1440	Emerged in an undersampled area, designated, Double Nuc mutations, S:1104, s:1201, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.1
KP.2.10	sars-cov-2-variants/lineage-proposals	469	1553	designated, S:59, KP.2	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.10
KP.2.11	sars-cov-2-variants/lineage-proposals	470	1520	Small clusters ??, designated, KP.2, S:56	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.11
KP.2.12	sars-cov-2-variants/lineage-proposals	472	1550	designated, S:1176, KP.2	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.12
KP.2.14	sars-cov-2-variants/lineage-proposals	481	1578	Rapid review needed, S:184, S:31, S:22, KP.2	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.14
KP.2.15.1	sars-cov-2-variants/lineage-proposals	548	1791	designated, FULL QUAD, s:798	OPEN	REOPENED	B.1.1.529.2.86.1.1.11.1.2.15.1
KP.2.19	sars-cov-2-variants/lineage-proposals	485	1502	To be proposed, Deletions/Truncations/Frameshifted, Multiple lineages, S:346, S:31, DeFLiRT, DelRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.19
KP.2.2	sars-cov-2-variants/lineage-proposals	438	1446	Rapid review needed, designated, S:59, FLiRT, s:1266	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.2
KP.2.20.1	sars-cov-2-variants/lineage-proposals	574	1723	Convergent Trio 346/456/572, s:1266	CLOSED	NOT_PLANNED	B.1.1.529.2.86.1.1.11.1.2.20.1
KP.2.22	sars-cov-2-variants/lineage-proposals	485	1502	To be proposed, Deletions/Truncations/Frameshifted, Multiple lineages, S:346, S:31, DeFLiRT, DelRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.22
KP.2.23	sars-cov-2-variants/lineage-proposals	485	1502	To be proposed, Deletions/Truncations/Frameshifted, Multiple lineages, S:346, S:31, DeFLiRT, DelRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.23
KP.2.24	sars-cov-2-variants/lineage-proposals	485	1502	To be proposed, Deletions/Truncations/Frameshifted, Multiple lineages, S:346, S:31, DeFLiRT, DelRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.24
KP.2.3	sars-cov-2-variants/lineage-proposals	455	1459	To be proposed, Deletions/Truncations/Frameshifted, partially designated, N Glycan, S:146, KP.2, DeFLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.3
KP.2.3.1	sars-cov-2-variants/lineage-proposals	471	1548		CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.3.1
KP.2.3.3	sars-cov-2-variants/lineage-proposals	516	1618	To be proposed, Deletions/Truncations/Frameshifted, S:185, orf8, S:146, KP.2, DeFLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.3.3
KP.2.3.4	sars-cov-2-variants/lineage-proposals	510	1596	Rapid review needed, designated, S:445, S:1104, S:146, KP.2, DeFLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.3.4
KP.2.3.5	sars-cov-2-variants/lineage-proposals	534	1645	designated, S:146, KP.2, DeFLiRT, S:535	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.3.5
KP.2.3.6	sars-cov-2-variants/lineage-proposals	535	1582	High local prevalence, designated, S:1104, S:146, FULL QUAD	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.3.6
KP.2.4	sars-cov-2-variants/lineage-proposals	466	1524	designated, S:250, KP.2	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.4
KP.2.5	sars-cov-2-variants/lineage-proposals	467	1527	Apparently slow, designated, S:185, KP.2	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.5
KP.2.8	sars-cov-2-variants/lineage-proposals	468	1546	designated, S:60, KP.2	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.8
KP.2.9	sars-cov-2-variants/lineage-proposals	425	1089	Multiple lineages, designated, S:346, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.2.9
KP.3	sars-cov-2-variants/lineage-proposals	434	1410	S:456, Emerged in an undersampled area, designated, S:493, JN.1, S:1104	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3
KP.3.1.1	sars-cov-2-variants/lineage-proposals	480	1563	To be proposed, Deletions/Truncations/Frameshifted, designated, S:31, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.1
MC.1	sars-cov-2-variants/lineage-proposals	507	1638	designated, S:572, S:31, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.1.1
MC.11.1	sars-cov-2-variants/lineage-proposals	571	1857	To be proposed, S:256, KP.3.1.1	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.1.11.1
MC.12	sars-cov-2-variants/lineage-proposals	572	1865	designated, S:72, KP.3.1.1	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.1.12
MC.14	sars-cov-2-variants/lineage-proposals	573	1815	To be proposed, designated, S:259, KP.3.1.1, C>G	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.1.14
MC.2	sars-cov-2-variants/lineage-proposals	541	1707	To be proposed, KP.3, DeFLuQE, S:845, S:237	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.1.2
MC.2.1	sars-cov-2-variants/lineage-proposals	541	1707	To be proposed, KP.3, DeFLuQE, S:845, S:237	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.1.2.1
MC.3	sars-cov-2-variants/lineage-proposals	545	1733	ORF9b, S:72, DeFLuQE, KP.3.1.1	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.1.3
MC.4	sars-cov-2-variants/lineage-proposals	546	1772	designated, S:98, KP.3.1.1	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.1.4
MC.5	sars-cov-2-variants/lineage-proposals	568	1790	designated, KP.3.1.1, S:1219	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.1.5
MC.7	sars-cov-2-variants/lineage-proposals	569	1695	Rapid review needed, designated, KP.3, S:397, DeFLuQE	CLOSED	NOT_PLANNED	B.1.1.529.2.86.1.1.11.1.3.1.1.7
MC.8.1	sars-cov-2-variants/lineage-proposals	570	1779	designated, ORF9b, S:572, KP.3.1.1	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.1.8.1
KP.3.1.2	sars-cov-2-variants/lineage-proposals	491	1589	S:151, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.2
KP.3.1.3	sars-cov-2-variants/lineage-proposals	493	1576	Multiple lineages, designated, S:31, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.3
KP.3.1.4	sars-cov-2-variants/lineage-proposals	492	1562	To be proposed, Mutations outside spike, designated, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.4
MM.1	sars-cov-2-variants/lineage-proposals	527	1624	designated, S:680, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.4.1
MM.2	sars-cov-2-variants/lineage-proposals	526	1716	S:185, S:35, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.4.2
KP.3.1.5	sars-cov-2-variants/lineage-proposals	506	1614	designated, S:556, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.5
MK.1	sars-cov-2-variants/lineage-proposals	523	1605	To be proposed, S:31, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.6.1
MK.2	sars-cov-2-variants/lineage-proposals	524	1606	To be proposed, Emerged in an undersampled area, Mutations outside spike, designated, KP.3, S:745	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.6.2
MK.3	sars-cov-2-variants/lineage-proposals	552	1655	Mutations outside spike, designated, S:445, Delta, FLiRT, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.6.3
KP.3.1.7	sars-cov-2-variants/lineage-proposals	549	1709	designated, S:84, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.7
KP.3.1.8	sars-cov-2-variants/lineage-proposals	584	1615	Apparently slow, Orf:10, S:59, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.1.8
KP.3.2.1	sars-cov-2-variants/lineage-proposals	487	1556	designated, S:31, KP.3, S:263	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.2.1
LW.1.1	sars-cov-2-variants/lineage-proposals	580	1776	designated, s:182, KP.3, S:33	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.2.3.1.1
KP.3.2.5	sars-cov-2-variants/lineage-proposals	499	1604	designated	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.2.5
KP.3.3	sars-cov-2-variants/lineage-proposals	475	1531	To be proposed, ORF9b, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.3
KP.3.3.1	sars-cov-2-variants/lineage-proposals	508	1651	Rapid review needed, High local prevalence, designated, KP.3, S:547	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.3.1
KP.3.3.2	sars-cov-2-variants/lineage-proposals	522	1673	Apparently slow, designated, ORF9b, S:435, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.3.2
ML.1	sars-cov-2-variants/lineage-proposals	525	1683	To be proposed, High local prevalence, designated, S:681, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.3.3.1
KP.3.3.4	sars-cov-2-variants/lineage-proposals	550	1801	Mutations outside spike, designated, KP.3, Mutations found in Chronics/Cryptics, KP.3.3.4	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.3.4
MR.1	sars-cov-2-variants/lineage-proposals	551	1700	Rapid review needed, Multiple lineages, KP.3, S:31del	CLOSED	NOT_PLANNED	B.1.1.529.2.86.1.1.11.1.3.3.4.1
KP.3.4.1	sars-cov-2-variants/lineage-proposals	493	1576	Multiple lineages, designated, S:31, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.4.1
KP.3.5	sars-cov-2-variants/lineage-proposals	529	1630	designated, s:213, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.5
KP.3.6	sars-cov-2-variants/lineage-proposals	582	1748	designated, N Glycan, S:22, KP.3	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.3.6
KP.4.1	sars-cov-2-variants/lineage-proposals	425	1089	Multiple lineages, designated, S:346, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.4.1
KP.4.1.2	sars-cov-2-variants/lineage-proposals	505	1611	designated, FLiRT, S:441, C>G	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.4.1.2
KP.4.2	sars-cov-2-variants/lineage-proposals	425	1089	Multiple lineages, designated, S:346, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.4.2
KP.5	sars-cov-2-variants/lineage-proposals	389	1097	To be proposed, Multiple lineages, partially designated, BA.2.86, S:572, JN.1	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.11.1.5
KP.6	sars-cov-2-variants/lineage-proposals	577	1682	S:1104, DeFLiRI	CLOSED	NOT_PLANNED	B.1.1.529.2.86.1.1.11.1.6
JN.1.12	sars-cov-2-variants/lineage-proposals	424	1253	S:456, Multiple lineages, designated, S:455, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.12
JN.1.13	cov-lineages/pango-designation	844	2464		CLOSED	COMPLETED	B.1.1.529.2.86.1.1.13
KS.1	sars-cov-2-variants/lineage-proposals	424	1253	S:456, Multiple lineages, designated, S:455, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.13.1.1
KS.1.1	sars-cov-2-variants/lineage-proposals	482	1565	N Glycan, S:22, S:59, S:1087, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.13.1.1.1
KS.1.3	sars-cov-2-variants/lineage-proposals	520	1535	High local prevalence, Small clusters ??, designated, FLiRT, S:642	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.13.1.1.3
KS.1.4	sars-cov-2-variants/lineage-proposals	576	1752	Convergent evolution, S:478, Small clusters ??, S:59, S:1087, FLiRT, S:237	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.13.1.1.4
JN.1.15.1	sars-cov-2-variants/lineage-proposals	424	1253	S:456, Multiple lineages, designated, S:455, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.15.1
LU.1	sars-cov-2-variants/lineage-proposals	425	1089	Multiple lineages, designated, S:346, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.15.1.1
LU.2	sars-cov-2-variants/lineage-proposals	515	1652	High local prevalence, designated, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.15.1.2
LU.2.1	sars-cov-2-variants/lineage-proposals	559	1751	High local prevalence, designated, s:182, PLPro, S:186, S:688, S:176, S:60, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.15.1.2.1
LU.2.1.1	sars-cov-2-variants/lineage-proposals	559	1751	High local prevalence, designated, s:182, PLPro, S:186, S:688, S:176, S:60, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.15.1.2.1.1
LU.2.2	sars-cov-2-variants/lineage-proposals	589	1830	designated, s:677, S:688, FLiRT	CLOSED	NOT_PLANNED	B.1.1.529.2.86.1.1.15.1.2.2
JN.1.16	sars-cov-2-variants/lineage-proposals	424	1253	S:456, Multiple lineages, designated, S:455, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.16
JN.1.16.1	sars-cov-2-variants/lineage-proposals	425	1089	Multiple lineages, designated, S:346, partially designated, JN.1, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.16.1
LF.1.1	sars-cov-2-variants/lineage-proposals	474	1448	To be proposed, Emerged in an undersampled area, designated, S:1263, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.16.1.1.1
LF.1.1.1	sars-cov-2-variants/lineage-proposals	474	1448	To be proposed, Emerged in an undersampled area, designated, S:1263, FLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.16.1.1.1.1
LF.2	sars-cov-2-variants/lineage-proposals	485	1502	To be proposed, Deletions/Truncations/Frameshifted, Multiple lineages, S:346, S:31, DeFLiRT, DelRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.16.1.2
LF.3.1	sars-cov-2-variants/lineage-proposals	490	1558	designated, Double Nuc mutations, S:445, FLiRT, s:1143, S:745	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.16.1.3.1
LF.3.1.1	sars-cov-2-variants/lineage-proposals	490	1558	designated, Double Nuc mutations, S:445, FLiRT, s:1143, S:745	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.16.1.3.1.1
LF.4.1	sars-cov-2-variants/lineage-proposals	514	1590	To be proposed, Rapid review needed, Truncated Orf(3-10), designated, orf8, DeFLiRT	CLOSED	COMPLETED	B.1.1.529.2.86.1.1.16.1.4.1
